onset duration sample trial eventIdentifier StimulusOn StimulusOff TargetOn TargetOff SFIX EFIX SSACC ESACC SBLINK EBLINK num_trial num_block dir_target proba switch
0.0 2.418 9052467 1 "TRIALID 0" 9053125 9053688 9053988 9054758 "[9053030, 9054360, 9054535, 9054755]" "[9054334.0, 9054519.0, 9054736.0, 9054866.0]" "[9054335, 9054520, 9054737]" "[9054359.0, 9054534.0, 9054754.0]"   1 1 0.0 0.6475235198239354 0.0
3.518 2.42 9055985 2 "TRIALID 1" 9056588 9057191 9057491 9058273 "[9056546, 9056780, 9057857, 9058325]" "[9056763.0, 9057821.0, 9058298.0, 9058372.0]" "[9056764, 9057822, 9058299]" "[9056779.0, 9057856.0, 9058324.0]"   2 1 1.0 0.6475235198239354 0.0
7.038 2.447 9059505 3 "TRIALID 2" 9060106 9060739 9061040 9061821 "[9060066, 9060181, 9060314, 9061025, 9061353, 9061499]" "[9060173.0, 9060302.0, 9061008.0, 9061319.0, 9061476.0, 9061920.0]" "[9060174, 9060303, 9061009, 9061320, 9061477]" "[9060180.0, 9060313.0, 9061024.0, 9061352.0, 9061498.0]"   3 1 1.0 0.6475235198239354 0.0
